carat,cut,color,clarity,depth,table,price,x,y,z,es_premium,categoria_precio,precio_por_quilate
0.3,Ideal,F,VS2,61.9,54.0,573,4.29,4.33,2.67,True,Económico,1910.0
0.3,Ideal,F,VS2,61.7,58.0,573,4.28,4.31,2.65,True,Económico,1910.0
0.92,Premium,E,SI2,61.8,59.0,3679,6.19,6.11,3.8,True,Medio,3998.9130434782605
0.76,Ideal,F,VS1,62.2,56.0,3680,5.83,5.87,3.64,True,Medio,4842.105263157895
0.9,Very Good,G,SI1,63.0,57.0,3681,6.13,6.19,3.88,False,Medio,4090.0
1.01,Very Good,G,SI2,62.0,58.0,3682,6.41,6.46,3.99,False,Medio,3645.5445544554455
0.91,Premium,F,SI2,61.4,60.0,3682,6.21,6.23,3.82,True,Medio,4046.153846153846
0.8,Ideal,D,SI2,61.9,54.0,3682,5.98,5.96,3.7,True,Medio,4602.5
0.7,Ideal,F,VVS1,62.5,57.0,3683,5.62,5.67,3.53,True,Medio,5261.428571428572
0.92,Premium,F,SI1,62.6,59.0,3684,6.23,6.19,3.89,True,Medio,4004.3478260869565
0.93,Very Good,I,SI1,58.9,60.0,3685,6.43,6.48,3.8,False,Medio,3962.365591397849
0.84,Ideal,D,SI1,62.4,57.0,3685,6.03,6.08,3.78,True,Medio,4386.904761904762
1.0,Premium,J,VS2,62.0,62.0,3685,6.42,6.35,3.96,True,Medio,3685.0
1.0,Premium,J,VS2,60.7,61.0,3685,6.5,6.41,3.92,True,Medio,3685.0
1.02,Premium,F,SI2,62.5,58.0,3686,6.4,6.47,4.02,True,Medio,3613.725490196078
1.21,Ideal,I,I1,61.3,57.0,3686,6.94,6.89,4.24,True,Medio,3046.280991735537
0.91,Very Good,F,SI2,61.2,59.0,3688,6.2,6.22,3.8,False,Medio,4052.747252747253
1.12,Ideal,I,SI2,62.4,57.0,3688,6.69,6.62,4.15,True,Medio,3292.8571428571427
0.96,Fair,F,SI2,65.2,58.0,3688,6.14,6.12,3.99,False,Medio,3841.666666666667
0.9,Premium,D,SI1,59.5,57.0,3689,6.29,6.21,3.72,True,Medio,4098.888888888889
0.9,Very Good,E,SI1,60.7,61.0,3689,6.17,6.19,3.75,False,Medio,4098.888888888889
0.81,Very Good,F,VS1,62.7,56.0,3689,5.92,5.98,3.73,False,Medio,4554.320987654321
0.9,Good,D,SI1,63.6,63.0,3689,6.07,6.03,3.85,False,Medio,4098.888888888889
0.9,Fair,D,SI1,64.8,59.0,3689,6.1,6.03,3.93,False,Medio,4098.888888888889
0.9,Fair,D,SI1,64.5,61.0,3689,6.05,6.01,3.89,False,Medio,4098.888888888889
0.9,Good,D,SI1,64.1,56.0,3689,6.07,6.04,3.88,False,Medio,4098.888888888889
0.9,Good,D,SI1,63.9,57.0,3689,6.1,6.04,3.88,False,Medio,4098.888888888889
0.72,Premium,F,VVS1,62.8,58.0,3689,5.75,5.68,3.59,True,Medio,5123.611111111111
0.93,Premium,G,SI2,62.2,55.0,3689,6.27,6.24,3.89,True,Medio,3966.6666666666665
0.71,Good,D,VS1,64.2,58.0,3690,5.65,5.6,3.61,False,Medio,5197.183098591549
0.72,Ideal,E,VS1,62.1,54.0,3690,5.74,5.76,3.57,True,Medio,5125.0
1.0,Good,J,SI1,61.7,62.0,3690,6.37,6.4,3.94,False,Medio,3690.0
0.96,Premium,H,SI2,59.4,56.0,3690,6.47,6.42,3.83,True,Medio,3843.75
1.1,Ideal,F,I1,61.3,57.0,3690,6.68,6.62,4.08,True,Medio,3354.545454545454
0.94,Very Good,D,SI2,60.9,62.0,3691,6.22,6.3,3.81,False,Medio,3926.595744680851
0.71,Very Good,F,VVS1,61.8,58.0,3692,5.63,5.73,3.51,False,Medio,5200.0
0.77,Very Good,F,VS2,62.6,55.0,3692,5.85,5.88,3.67,False,Medio,4794.805194805194
1.03,Ideal,G,SI2,60.4,56.0,3692,6.56,6.53,3.95,True,Medio,3584.4660194174758
1.11,Premium,I,SI2,61.3,59.0,3692,6.69,6.63,4.09,True,Medio,3326.1261261261257
1.03,Very Good,F,SI2,63.3,59.0,3692,6.35,6.32,4.01,False,Medio,3584.4660194174758
1.03,Ideal,H,SI2,60.5,57.0,3692,6.58,6.52,3.96,True,Medio,3584.4660194174758
1.23,Fair,E,I1,67.4,56.0,3692,6.76,6.56,4.49,False,Medio,3001.6260162601625
0.97,Ideal,H,SI2,61.6,55.0,3694,6.37,6.32,3.91,True,Medio,3808.2474226804125
0.74,Ideal,F,VS1,62.0,54.0,3694,5.85,5.81,3.62,True,Medio,4991.891891891892
1.21,Premium,J,VS2,59.0,60.0,3694,6.93,6.88,4.07,True,Medio,3052.8925619834713
1.0,Ideal,F,SI2,62.3,56.0,3696,6.34,6.27,3.93,True,Medio,3696.0
1.1,Good,H,SI2,57.6,61.0,3696,6.82,6.73,3.9,False,Medio,3359.9999999999995
1.0,Good,E,SI2,57.7,65.0,3696,6.55,6.59,3.79,False,Medio,3696.0
1.2,Very Good,H,I1,58.6,57.0,3696,6.96,7.01,4.09,False,Medio,3080.0
0.9,Good,F,SI1,64.0,59.0,3696,5.97,5.99,3.83,False,Medio,4106.666666666667
1.0,Fair,E,SI1,66.5,55.0,3696,6.21,6.19,4.12,False,Medio,3696.0
1.0,Premium,G,SI2,59.1,59.0,3696,6.54,6.5,3.85,True,Medio,3696.0
1.0,Good,E,SI1,57.6,65.0,3696,6.47,6.44,3.72,False,Medio,3696.0
1.1,Premium,G,SI2,63.0,59.0,3696,6.5,6.47,0.0,True,Medio,3359.9999999999995
1.1,Premium,I,SI2,62.4,59.0,3696,6.55,6.51,4.08,True,Medio,3359.9999999999995
1.1,Premium,J,VS2,61.2,57.0,3696,6.66,6.61,4.06,True,Medio,3359.9999999999995
1.5,Good,I,I1,63.7,61.0,3696,7.22,7.1,4.57,False,Medio,2464.0
1.2,Fair,H,SI2,65.6,57.0,3696,6.73,6.57,4.36,False,Medio,3080.0
0.75,Ideal,D,VS1,62.4,54.0,3696,5.86,5.84,3.65,True,Medio,4928.0
0.77,Ideal,E,VS1,62.0,56.0,3697,5.87,5.9,3.65,True,Medio,4801.298701298701
0.9,Very Good,E,SI2,63.5,58.0,3697,6.08,6.14,3.88,False,Medio,4107.777777777777
0.92,Ideal,G,SI2,63.0,57.0,3697,6.16,6.13,3.87,True,Medio,4018.478260869565
0.9,Fair,H,VS2,64.7,58.0,3697,5.98,6.01,3.88,False,Medio,4107.777777777777
0.82,Premium,E,VS2,59.7,61.0,3697,6.08,6.04,3.62,True,Medio,4508.536585365854
1.31,Premium,J,SI2,59.7,59.0,3697,7.06,7.01,4.2,True,Medio,2822.1374045801526
1.01,Good,J,SI1,63.6,54.0,3699,6.44,6.36,4.07,False,Medio,3662.3762376237623
0.9,Very Good,F,SI1,63.8,54.0,3699,6.09,6.13,3.9,False,Medio,4110.0
0.9,Very Good,F,SI1,63.4,57.0,3699,6.06,6.11,3.86,False,Medio,4110.0
0.9,Good,F,SI1,58.0,58.0,3699,6.24,6.28,3.63,False,Medio,4110.0
1.0,Fair,G,SI1,66.1,62.0,3700,6.1,6.03,4.01,False,Medio,3700.0
1.12,Very Good,G,SI2,63.4,57.0,3700,6.51,6.47,4.12,False,Medio,3303.5714285714284
1.08,Premium,G,SI2,59.3,61.0,3701,6.66,6.61,3.94,True,Medio,3426.8518518518517
1.02,Premium,H,SI2,59.2,59.0,3701,6.57,6.54,3.88,True,Medio,3628.4313725490197
0.9,Good,H,VS2,63.6,61.0,3701,6.03,5.97,3.8,False,Medio,4112.222222222222
0.9,Premium,E,SI2,59.2,60.0,3701,6.31,6.23,3.71,True,Medio,4112.222222222222
0.71,Ideal,F,VS1,61.1,56.0,3701,5.76,5.8,3.53,True,Medio,5212.6760563380285
0.71,Ideal,F,VS1,61.0,56.0,3701,5.77,5.8,3.53,True,Medio,5212.6760563380285
0.71,Good,F,VS1,61.8,57.0,3701,5.73,5.76,3.55,False,Medio,5212.6760563380285
0.77,Ideal,F,SI1,61.7,56.0,3702,5.85,5.91,3.63,True,Medio,4807.792207792208
0.91,Premium,E,SI2,61.1,59.0,3703,6.2,6.24,3.8,True,Medio,4069.230769230769
0.91,Very Good,E,SI2,62.8,61.0,3703,6.07,6.09,3.82,False,Medio,4069.230769230769
0.91,Very Good,I,SI1,62.8,57.0,3703,6.09,6.18,3.85,False,Medio,4069.230769230769
0.9,Premium,F,SI2,60.5,57.0,3704,6.23,6.2,3.76,True,Medio,4115.555555555556
0.9,Ideal,F,SI2,62.6,57.0,3704,6.2,6.13,3.86,True,Medio,4115.555555555556
0.9,Premium,F,SI2,60.1,59.0,3704,6.31,6.24,3.77,True,Medio,4115.555555555556
0.9,Premium,F,SI2,62.3,57.0,3704,6.18,6.15,3.84,True,Medio,4115.555555555556
0.9,Premium,F,SI2,58.0,57.0,3704,6.41,6.34,3.7,True,Medio,4115.555555555556
0.9,Premium,F,SI2,61.5,59.0,3704,6.23,6.2,3.82,True,Medio,4115.555555555556
0.9,Premium,F,SI2,62.0,61.0,3704,6.16,6.14,3.81,True,Medio,4115.555555555556
0.9,Premium,F,SI2,61.4,62.0,3704,6.2,6.11,3.78,True,Medio,4115.555555555556
0.9,Premium,F,SI2,60.3,55.0,3704,6.35,6.28,3.81,True,Medio,4115.555555555556
0.73,Very Good,F,VVS2,62.1,57.0,3705,5.74,5.76,3.57,False,Medio,5075.342465753425
0.85,Very Good,F,VS2,62.2,56.0,3705,6.01,6.08,3.76,False,Medio,4358.823529411765
0.71,Ideal,F,VVS2,61.2,55.0,3705,5.73,5.84,3.54,True,Medio,5218.30985915493
0.9,Very Good,D,SI2,62.9,59.0,3706,6.06,6.15,3.84,False,Medio,4117.777777777777
0.92,Very Good,D,SI2,63.7,57.0,3707,6.12,6.21,3.93,False,Medio,4029.3478260869565
0.77,Ideal,H,VVS2,61.3,56.0,3707,5.91,5.94,3.63,True,Medio,4814.285714285714
0.72,Ideal,H,VVS1,61.8,56.0,3708,5.75,5.78,3.56,True,Medio,5150.0
0.9,Very Good,I,VS2,58.7,60.0,3709,6.28,6.35,3.71,False,Medio,4121.111111111111
0.9,Very Good,I,VS2,60.7,59.0,3709,6.23,6.26,3.79,False,Medio,4121.111111111111
0.9,Very Good,I,VS2,63.0,60.0,3709,6.15,6.17,3.88,False,Medio,4121.111111111111
0.9,Very Good,I,VS2,59.9,58.0,3709,6.17,6.22,3.71,False,Medio,4121.111111111111
1.01,Very Good,F,SI2,59.5,57.0,3709,6.61,6.66,3.95,False,Medio,3672.2772277227723
0.92,Premium,H,SI1,59.0,59.0,3709,6.36,6.31,3.74,True,Medio,4031.5217391304345
0.86,Ideal,D,SI1,62.8,56.0,3709,6.05,6.08,3.81,True,Medio,4312.790697674419
0.91,Very Good,H,SI1,63.4,59.0,3710,6.12,6.09,3.87,False,Medio,4076.9230769230767
0.75,Ideal,F,VVS2,61.9,54.0,3710,5.83,5.84,3.61,True,Medio,4946.666666666667
0.79,Ideal,I,VS2,60.9,56.0,3710,5.97,5.99,3.64,True,Medio,4696.202531645569
0.71,Ideal,F,VS1,60.9,57.0,3710,5.76,5.78,3.51,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,60.8,56.0,3710,5.81,5.82,3.54,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.5,56.0,3710,5.72,5.76,3.53,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.9,56.0,3710,5.7,5.74,3.54,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.4,56.0,3710,5.75,5.78,3.54,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.5,57.0,3710,5.71,5.77,3.53,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.3,56.0,3710,5.69,5.75,3.51,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,60.9,56.0,3710,5.76,5.79,3.52,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.9,56.0,3710,5.69,5.72,3.53,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.8,55.0,3710,5.71,5.73,3.54,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.5,56.0,3710,5.72,5.75,3.52,True,Medio,5225.352112676057
0.71,Ideal,F,VS1,61.4,57.0,3710,5.72,5.73,3.52,True,Medio,5225.352112676057
0.91,Very Good,G,SI1,63.5,61.0,3710,6.1,6.05,3.86,False,Medio,4076.9230769230767
1.16,Premium,D,I1,61.8,59.0,3711,6.78,6.74,4.18,True,Medio,3199.137931034483
1.0,Premium,I,SI2,61.6,59.0,3712,6.34,6.41,3.93,True,Medio,3712.0
1.0,Premium,J,SI1,60.8,58.0,3712,6.39,6.44,3.9,True,Medio,3712.0
0.75,Ideal,D,SI1,61.1,56.0,3712,5.85,5.9,3.59,True,Medio,4949.333333333333
1.02,Premium,I,VS2,61.1,59.0,3713,6.4,6.37,3.9,True,Medio,3640.1960784313724
0.78,Ideal,E,VS2,61.1,55.0,3713,5.99,5.96,3.65,True,Medio,4760.25641025641
0.92,Very Good,G,SI2,62.4,60.0,3713,6.18,6.22,3.87,False,Medio,4035.869565217391
0.8,Ideal,F,VS2,61.2,58.0,3713,5.99,6.03,3.68,True,Medio,4641.25
1.0,Premium,G,SI2,61.4,61.0,3713,6.35,6.32,3.89,True,Medio,3713.0
1.02,Premium,I,SI1,60.2,60.0,3713,6.45,6.39,3.87,True,Medio,3640.1960784313724
1.02,Good,H,SI2,64.3,60.0,3713,6.36,6.25,4.06,False,Medio,3640.1960784313724
1.02,Premium,H,SI2,61.3,57.0,3713,6.51,6.45,3.97,True,Medio,3640.1960784313724
1.0,Very Good,G,SI2,63.1,63.0,3713,6.33,6.23,3.96,False,Medio,3713.0
1.02,Very Good,H,SI2,63.4,63.0,3713,6.36,6.32,4.02,False,Medio,3640.1960784313724
1.02,Premium,H,SI2,60.8,58.0,3713,6.48,6.45,3.93,True,Medio,3640.1960784313724
1.02,Ideal,H,SI2,62.0,56.0,3713,6.4,6.34,3.95,True,Medio,3640.1960784313724
1.02,Ideal,I,SI1,62.1,56.0,3713,6.44,6.39,3.98,True,Medio,3640.1960784313724
0.9,Premium,F,SI1,61.3,58.0,3714,6.13,6.08,3.74,True,Medio,4126.666666666667
0.73,Ideal,E,VVS2,62.0,57.0,3714,5.79,5.73,3.57,True,Medio,5087.671232876713
0.9,Very Good,E,SI2,61.6,58.0,3715,6.18,6.23,3.82,False,Medio,4127.777777777777
0.9,Very Good,E,SI2,62.2,54.0,3715,6.13,6.21,3.84,False,Medio,4127.777777777777
0.79,Ideal,E,SI1,61.6,55.0,3715,5.94,6.04,3.69,True,Medio,4702.53164556962
0.76,Ideal,F,VVS2,60.9,57.0,3716,5.89,5.96,3.61,True,Medio,4889.473684210527
0.71,Ideal,D,VS1,60.9,58.0,3716,5.72,5.78,3.5,True,Medio,5233.802816901409
0.97,Good,J,VS2,60.0,56.0,3717,6.4,6.46,3.86,False,Medio,3831.958762886598
1.01,Premium,F,SI2,60.0,60.0,3717,6.46,6.4,3.86,True,Medio,3680.19801980198
1.01,Good,I,VS2,57.1,63.0,3717,6.6,6.56,3.76,False,Medio,3680.19801980198
0.75,Very Good,E,VS2,63.0,57.0,3718,5.81,5.78,3.65,False,Medio,4957.333333333333
0.9,Very Good,G,SI1,63.6,57.0,3718,6.07,6.13,3.88,False,Medio,4131.111111111111
0.9,Ideal,G,SI2,62.3,56.0,3718,6.14,6.21,3.85,True,Medio,4131.111111111111
0.9,Good,I,VVS2,64.8,55.0,3718,6.04,6.15,3.95,False,Medio,4131.111111111111
0.71,Premium,D,VS1,59.2,59.0,3718,5.9,5.85,3.48,True,Medio,5236.619718309859
1.04,Ideal,F,I1,61.6,57.0,3718,6.51,6.46,4.0,True,Medio,3575.0
0.72,Very Good,E,VVS2,62.0,58.0,3719,5.71,5.74,3.55,False,Medio,5165.277777777778
0.73,Very Good,F,VVS1,60.6,56.0,3720,5.79,5.83,3.52,False,Medio,5095.890410958904
0.9,Very Good,I,VS2,61.2,57.0,3720,6.15,6.2,3.78,False,Medio,4133.333333333333
0.8,Very Good,F,VS1,62.6,57.0,3720,5.9,5.98,3.72,False,Medio,4650.0
0.8,Very Good,F,VS1,62.3,57.0,3720,5.92,5.95,3.7,False,Medio,4650.0
0.9,Premium,I,VS1,61.0,55.0,3720,6.29,6.27,3.83,True,Medio,4133.333333333333
0.77,Ideal,D,VS2,61.8,56.0,3721,5.84,5.9,3.63,True,Medio,4832.467532467533
1.01,Premium,J,VS2,61.0,61.0,3722,6.28,6.22,3.81,True,Medio,3685.1485148514853
0.9,Ideal,G,SI2,61.5,57.0,3722,6.07,6.19,3.77,True,Medio,4135.555555555556
0.72,Ideal,D,SI1,61.2,56.0,3722,5.77,5.79,3.54,True,Medio,5169.444444444444
0.96,Very Good,G,SI2,62.6,59.0,3723,6.18,6.29,3.9,False,Medio,3878.125
0.91,Ideal,E,SI2,61.1,58.0,3723,6.25,6.29,3.83,True,Medio,4091.208791208791
0.91,Ideal,E,SI2,61.8,53.0,3723,6.22,6.3,3.87,True,Medio,4091.208791208791
0.92,Good,I,VS1,60.9,63.0,3723,6.27,6.34,3.84,False,Medio,4046.7391304347825
1.12,Premium,F,SI2,62.4,59.0,3723,6.6,6.54,4.1,True,Medio,3324.1071428571427
0.95,Premium,G,SI2,59.5,56.0,3724,6.41,6.36,3.8,True,Medio,3920.0
0.7,Very Good,E,VVS1,62.5,56.0,3724,5.63,5.7,3.54,False,Medio,5320.0
0.7,Very Good,E,VVS1,60.9,59.0,3724,5.67,5.81,3.5,False,Medio,5320.0
0.9,Very Good,F,SI1,61.6,56.0,3724,6.14,6.2,3.8,False,Medio,4137.777777777777
0.9,Good,F,SI1,63.1,57.0,3724,6.12,6.15,3.87,False,Medio,4137.777777777777
0.92,Very Good,G,SI1,63.8,57.0,3724,6.13,6.16,3.92,False,Medio,4047.8260869565215
1.25,Premium,F,I1,58.0,59.0,3724,7.12,7.05,4.11,True,Medio,2979.2
0.9,Ideal,I,VS1,61.8,56.0,3724,6.2,6.23,3.84,True,Medio,4137.777777777777
0.9,Good,E,SI2,62.1,63.0,3724,6.09,6.12,3.79,False,Medio,4137.777777777777
0.92,Premium,I,VS1,61.4,58.0,3725,6.23,6.27,3.84,True,Medio,4048.9130434782605
0.7,Very Good,G,IF,63.0,59.0,3725,5.58,5.62,3.53,False,Medio,5321.428571428572
0.7,Ideal,G,VVS2,61.6,57.0,3725,5.74,5.71,3.53,True,Medio,5321.428571428572
0.9,Fair,H,VS2,64.6,54.0,3725,6.09,6.14,3.95,False,Medio,4138.888888888889
1.21,Good,E,I1,63.3,63.0,3726,6.67,6.72,4.24,False,Medio,3079.3388429752067
0.91,Very Good,F,SI2,61.4,60.0,3726,6.13,6.16,3.77,False,Medio,4094.5054945054944
1.1,Premium,J,SI2,59.6,59.0,3726,6.74,6.72,4.01,True,Medio,3387.272727272727
0.91,Ideal,I,VS2,62.2,59.0,3726,6.13,6.18,3.83,True,Medio,4094.5054945054944
0.9,Good,H,SI1,57.1,56.0,3726,6.33,6.28,3.6,False,Medio,4140.0
1.08,Very Good,E,SI2,63.5,56.0,3726,6.53,6.48,4.13,False,Medio,3450.0
1.13,Ideal,E,I1,62.0,55.0,3729,6.66,6.7,4.14,True,Medio,3300.0000000000005
1.03,Very Good,J,SI2,58.0,60.0,3729,6.64,6.67,3.86,False,Medio,3620.388349514563
0.97,Ideal,H,SI2,60.7,55.0,3729,6.47,6.41,3.91,True,Medio,3844.3298969072166
1.11,Very Good,J,VS2,63.2,59.0,3730,6.55,6.46,4.11,False,Medio,3360.36036036036
0.9,Very Good,I,SI1,60.6,56.0,3730,6.23,6.28,3.79,False,Medio,4144.444444444444
0.9,Good,H,SI1,61.4,60.0,3730,6.06,6.12,3.74,False,Medio,4144.444444444444
0.91,Fair,D,SI1,64.7,61.0,3730,6.06,5.99,3.9,False,Medio,4098.9010989010985
0.91,Fair,D,SI1,65.2,57.0,3730,6.08,6.04,3.95,False,Medio,4098.9010989010985
0.91,Good,D,SI1,64.0,58.0,3730,6.09,6.06,3.89,False,Medio,4098.9010989010985
0.9,Premium,I,VVS2,60.9,59.0,3730,6.25,6.22,3.8,True,Medio,4144.444444444444
1.11,Fair,H,SI2,64.4,58.0,3730,6.55,6.5,4.2,False,Medio,3360.36036036036
0.9,Premium,H,SI1,60.7,59.0,3730,6.26,6.19,3.78,True,Medio,4144.444444444444
0.98,Very Good,H,SI2,62.1,59.0,3731,6.33,6.39,3.95,False,Medio,3807.1428571428573
1.01,Ideal,J,SI2,61.6,55.0,3732,6.45,6.5,3.99,True,Medio,3695.049504950495
1.01,Premium,H,SI2,59.6,60.0,3732,6.55,6.5,3.89,True,Medio,3695.049504950495
0.58,Ideal,D,VVS1,62.1,55.0,3732,5.33,5.37,3.32,True,Medio,6434.48275862069
0.76,Ideal,D,SI1,62.3,55.0,3732,5.81,5.84,3.63,True,Medio,4910.526315789473
0.8,Ideal,H,VVS1,61.8,57.0,3732,5.93,5.89,3.65,True,Medio,4665.0
1.19,Ideal,H,I1,61.5,57.0,3732,6.83,6.79,4.19,True,Medio,3136.1344537815125
1.27,Premium,I,I1,60.2,62.0,3732,7.05,7.0,4.23,True,Medio,2938.582677165354
1.01,Ideal,F,SI2,62.4,56.0,3733,6.44,6.38,4.0,True,Medio,3696.039603960396
1.01,Premium,F,SI2,62.7,58.0,3733,6.38,6.32,3.98,True,Medio,3696.039603960396
1.15,Good,J,SI2,63.8,60.0,3733,6.63,6.56,4.21,False,Medio,3246.0869565217395
1.01,Good,G,SI1,64.3,55.0,3733,6.34,6.31,4.07,False,Medio,3696.039603960396
0.9,Good,F,SI1,61.0,62.0,3733,6.17,6.26,3.79,False,Medio,4147.777777777777
1.01,Premium,H,SI2,60.8,59.0,3733,6.51,6.46,3.94,True,Medio,3696.039603960396
1.01,Ideal,I,SI2,61.9,55.0,3733,6.45,6.38,3.97,True,Medio,3696.039603960396
1.01,Fair,H,VS2,65.2,56.0,3733,6.23,6.19,4.05,False,Medio,3696.039603960396
1.01,Premium,J,SI2,61.2,59.0,3733,6.43,6.37,3.92,True,Medio,3696.039603960396
0.9,Good,G,SI1,62.8,59.0,3734,6.08,6.12,3.83,False,Medio,4148.888888888889
0.9,Good,G,SI1,63.8,59.0,3734,6.05,6.08,3.87,False,Medio,4148.888888888889
0.9,Premium,G,SI1,62.2,60.0,3734,6.1,6.16,3.81,True,Medio,4148.888888888889
0.9,Good,G,SI1,63.2,59.0,3734,6.05,6.1,3.84,False,Medio,4148.888888888889
0.91,Very Good,H,SI1,62.2,60.0,3734,6.16,6.22,3.85,False,Medio,4103.2967032967035
0.9,Good,I,IF,63.7,64.0,3734,6.02,6.07,3.85,False,Medio,4148.888888888889
0.9,Good,H,VS1,64.0,59.0,3734,6.01,6.05,3.86,False,Medio,4148.888888888889
0.9,Very Good,G,SI1,62.0,61.0,3734,6.07,6.13,3.78,False,Medio,4148.888888888889
0.9,Good,G,SI1,63.1,59.0,3734,6.11,6.15,3.87,False,Medio,4148.888888888889
0.9,Good,G,SI1,63.7,58.0,3734,6.09,6.12,3.89,False,Medio,4148.888888888889
0.9,Good,G,SI1,63.7,60.0,3734,6.07,6.11,3.88,False,Medio,4148.888888888889
0.91,Very Good,H,SI1,62.8,58.0,3734,6.13,6.16,3.86,False,Medio,4103.2967032967035
0.91,Very Good,I,VS1,61.9,57.0,3734,6.19,6.24,3.85,False,Medio,4103.2967032967035
0.9,Good,H,SI1,58.9,61.0,3734,6.27,6.36,3.72,False,Medio,4148.888888888889
1.13,Premium,I,SI2,62.1,60.0,3734,6.74,6.66,4.16,True,Medio,3304.424778761062
1.51,Fair,F,I1,67.8,59.0,3734,7.09,7.0,4.78,False,Medio,2472.8476821192053
1.51,Fair,F,I1,67.5,56.0,3734,7.17,7.05,4.8,False,Medio,2472.8476821192053
0.73,Ideal,D,VS2,62.6,55.0,3735,5.71,5.76,3.59,True,Medio,5116.438356164384
1.14,Good,I,SI2,60.0,65.0,3735,6.8,6.75,4.06,False,Medio,3276.3157894736846
1.15,Premium,H,SI2,59.6,59.0,3735,6.82,6.78,4.05,True,Medio,3247.826086956522
0.78,Ideal,D,VS2,62.9,56.0,3736,5.85,5.88,3.69,True,Medio,4789.74358974359
0.78,Ideal,G,VS1,61.6,55.0,3736,5.91,5.94,3.65,True,Medio,4789.74358974359
0.9,Good,E,SI2,63.0,58.0,3736,6.08,6.11,3.84,False,Medio,4151.111111111111
0.8,Very Good,H,VVS1,61.9,56.0,3737,5.93,5.96,3.69,False,Medio,4671.25
1.01,Good,E,SI2,63.9,58.0,3737,6.37,6.31,4.05,False,Medio,3700.0
0.7,Ideal,D,VVS2,60.9,59.0,3737,5.69,5.73,3.48,True,Medio,5338.571428571429
0.93,Very Good,G,SI2,62.7,57.0,3738,6.21,6.26,3.91,False,Medio,4019.354838709677
1.03,Ideal,J,SI1,62.3,57.0,3738,6.48,6.43,4.02,True,Medio,3629.126213592233
0.71,Ideal,G,IF,60.9,57.0,3739,5.74,5.79,3.51,True,Medio,5266.197183098592
1.01,Ideal,G,SI2,61.5,57.0,3739,6.42,6.46,3.96,True,Medio,3701.980198019802
1.19,Very Good,G,SI2,63.4,56.0,3739,6.69,6.56,4.2,False,Medio,3142.016806722689
1.0,Good,H,SI2,63.2,60.0,3740,6.27,6.3,3.97,False,Medio,3740.0
0.75,Ideal,G,VVS2,62.0,56.0,3740,5.79,5.85,3.61,True,Medio,4986.666666666667
1.0,Fair,F,SI2,65.1,60.0,3740,6.19,6.1,4.0,False,Medio,3740.0
0.72,Ideal,F,VVS2,62.3,57.0,3740,5.72,5.74,3.57,True,Medio,5194.444444444444
1.06,Premium,J,SI2,61.3,60.0,3740,6.59,6.52,4.02,True,Medio,3528.3018867924525
0.9,Premium,D,SI2,61.0,59.0,3740,6.18,6.14,3.76,True,Medio,4155.555555555556
0.9,Good,D,SI2,63.8,58.0,3740,6.13,6.09,3.9,False,Medio,4155.555555555556
0.9,Premium,D,SI2,62.3,58.0,3740,6.27,6.05,3.84,True,Medio,4155.555555555556
0.9,Good,D,SI2,63.6,57.0,3740,6.07,6.03,3.85,False,Medio,4155.555555555556
0.7,Ideal,F,VVS2,61.9,54.8,3741,5.68,5.72,3.53,True,Medio,5344.285714285715
0.58,Ideal,D,VVS1,62.2,56.0,3741,5.34,5.36,3.33,True,Medio,6450.0
0.9,Good,I,VVS1,63.9,63.0,3741,6.04,6.07,3.87,False,Medio,4156.666666666667
1.08,Good,J,SI2,63.2,59.0,3742,6.4,6.57,4.1,False,Medio,3464.814814814815
1.05,Very Good,I,SI2,62.3,59.0,3742,6.42,6.46,4.01,False,Medio,3563.809523809524
0.87,Premium,D,SI1,58.8,56.0,3742,6.3,6.26,3.69,True,Medio,4301.149425287356
1.09,Very Good,D,SI2,63.4,59.0,3742,6.59,6.54,4.16,False,Medio,3433.0275229357794
0.91,Premium,E,SI2,61.6,60.0,3743,6.14,6.1,3.77,True,Medio,4113.186813186813
0.91,Ideal,H,VS2,63.0,56.0,3743,6.15,6.05,3.84,True,Medio,4113.186813186813
1.03,Good,D,SI2,57.2,59.0,3743,6.66,6.63,3.8,False,Medio,3633.9805825242715
0.9,Fair,E,SI1,64.9,56.0,3743,6.12,6.18,3.99,False,Medio,4158.888888888889
1.03,Fair,D,SI2,66.4,56.0,3743,6.31,6.19,4.15,False,Medio,3633.9805825242715
0.92,Good,E,SI2,61.8,59.0,3744,6.11,6.19,3.8,False,Medio,4069.565217391304
0.78,Very Good,F,VS1,61.7,55.0,3744,5.89,5.94,3.65,False,Medio,4800.0
0.93,Good,D,SI2,59.2,62.0,3744,6.36,6.38,3.77,False,Medio,4025.806451612903
1.02,Very Good,J,SI2,63.3,56.0,3745,6.38,6.42,4.05,False,Medio,3671.5686274509803
